"Village_Code","City_Area","Target","Sub_District","Unvaccinated","Vaccinated","date"
NA,NA,8941211,"TOTAL",1517196,14014395,2022-02-27
"3172051003","JAKARTA UTARA",23947,"ANCOL",4592,36042,2022-02-27
"3173041007","JAKARTA BARAT",29381,"ANGKE",5319,44800,2022-02-27
"3175041005","JAKARTA TIMUR",29074,"BALE KAMBANG",5903,42925,2022-02-27
"3175031003","JAKARTA TIMUR",9752,"BALI MESTER",1649,15348,2022-02-27
"3175101006","JAKARTA TIMUR",26285,"BAMBU APUS",4030,42415,2022-02-27
"3174031002","JAKARTA SELATAN",21566,"BANGKA",3950,33278,2022-02-27
"3175051002","JAKARTA TIMUR",23886,"BARU",3344,39296,2022-02-27
"3175041004","JAKARTA TIMUR",47898,"BATU AMPAR",9382,71920,2022-02-27
"3171071002","JAKARTA PUSAT",21494,"BENDUNGAN HILIR",3772,33755,2022-02-27
"3175031002","JAKARTA TIMUR",36689,"BIDARA CINA",7530,54724,2022-02-27
"3174101002","JAKARTA SELATAN",53098,"BINTARO",9114,84459,2022-02-27
"3174011005","JAKARTA SELATAN",34183,"BUKIT DURI",5724,53766,2022-02-27
"3171041006","JAKARTA PUSAT",18144,"BUNGUR",3255,28006,2022-02-27
"3175061007","JAKARTA TIMUR",57724,"CAKUNG BARAT",10153,89038,2022-02-27
"3175061004","JAKARTA TIMUR",58287,"CAKUNG TIMUR",9899,90967,2022-02-27
"3175041007","JAKARTA TIMUR",32762,"CAWANG",5811,50611,2022-02-27
"3175101008","JAKARTA TIMUR",18932,"CEGER",3104,29955,2022-02-27
"3171031006","JAKARTA PUSAT",32581,"CEMPAKA BARU",5186,51638,2022-02-27
"3171051002","JAKARTA PUSAT",35885,"CEMPAKA PUTIH BARAT",6342,56245,2022-02-27
"3171051001","JAKARTA PUSAT",24292,"CEMPAKA PUTIH TIMUR",4234,38656,2022-02-27
"3173011001","JAKARTA BARAT",66284,"CENGKARENG BARAT",10893,105409,2022-02-27
"3173011006","JAKARTA BARAT",81027,"CENGKARENG TIMUR",13588,127179,2022-02-27
"3175091002","JAKARTA TIMUR",66364,"CIBUBUR",9754,107680,2022-02-27
"3171011002","JAKARTA PUSAT",15390,"CIDENG",2671,24416,2022-02-27
"3174091003","JAKARTA SELATAN",38497,"CIGANJUR",5489,62774,2022-02-27
"3175051003","JAKARTA TIMUR",41419,"CIJANTUNG",6503,66195,2022-02-27
"3171061003","JAKARTA PUSAT",8274,"CIKINI",1299,12974,2022-02-27
"3174081006","JAKARTA SELATAN",10547,"CIKOKO",1566,17153,2022-02-27
"3174061001","JAKARTA SELATAN",51752,"CILANDAK BARAT",7843,84493,2022-02-27
"3174041003","JAKARTA SELATAN",25145,"CILANDAK TIMUR",3840,40680,2022-02-27
"3175101002","JAKARTA TIMUR",27635,"CILANGKAP",4176,44661,2022-02-27
"3175041006","JAKARTA TIMUR",40181,"CILILITAN",7037,62192,2022-02-27
"3172041001","JAKARTA UTARA",43609,"CILINCING",8641,64291,2022-02-27
"3175101001","JAKARTA TIMUR",26104,"CIPAYUNG",3915,42409,2022-02-27
"3174091006","JAKARTA SELATAN",38303,"CIPEDAK",5461,62468,2022-02-27
"3174061005","JAKARTA SELATAN",26704,"CIPETE SELATAN",4390,43059,2022-02-27
"3174071010","JAKARTA SELATAN",34102,"CIPETE UTARA",5595,54124,2022-02-27
"3175021003","JAKARTA TIMUR",39306,"CIPINANG",5993,63103,2022-02-27
"3175031007","JAKARTA TIMUR",35212,"CIPINANG BESAR SELATAN",6734,52960,2022-02-27
"3175031008","JAKARTA TIMUR",45319,"CIPINANG BESAR UTARA",8690,67855,2022-02-27
"3175031005","JAKARTA TIMUR",32824,"CIPINANG CEMPEDAK",6038,51127,2022-02-27
"3175081005","JAKARTA TIMUR",42308,"CIPINANG MELAYU",6880,67505,2022-02-27
"3175031006","JAKARTA TIMUR",55243,"CIPINANG MUARA",9843,85620,2022-02-27
"3174051003","JAKARTA SELATAN",39937,"CIPULIR",7161,61727,2022-02-27
"3175091001","JAKARTA TIMUR",64594,"CIRACAS",10221,102376,2022-02-27
"3175041003","JAKARTA TIMUR",24609,"DUKUH",3831,39146,2022-02-27
"3175071001","JAKARTA TIMUR",61160,"DUREN SAWIT",10976,95247,2022-02-27
"3174081004","JAKARTA SELATAN",28319,"DUREN TIGA",4812,44471,2022-02-27
"3173051005","JAKARTA BARAT",60138,"DURI KEPA",10319,95028,2022-02-27
"3173011002","JAKARTA BARAT",77923,"DURI KOSAMBI",13968,119111,2022-02-27
"3171011006","JAKARTA PUSAT",19610,"DURI PULO",3589,29721,2022-02-27
"3173041011","JAKARTA BARAT",14259,"DURI SELATAN",2179,22925,2022-02-27
"3173041003","JAKARTA BARAT",19844,"DURI UTARA",3047,31602,2022-02-27
"3171081003","JAKARTA PUSAT",18243,"GALUR",3086,28137,2022-02-27
"3171011001","JAKARTA PUSAT",2191,"GAMBIR",398,3411,2022-02-27
"3174061004","JAKARTA SELATAN",22119,"GANDARIA SELATAN",3537,35442,2022-02-27
"3174071009","JAKARTA SELATAN",39922,"GANDARIA UTARA",6675,63340,2022-02-27
"3175051001","JAKARTA TIMUR",35755,"GEDONG",6080,56337,2022-02-27
"3171071001","JAKARTA PUSAT",3127,"GELORA",525,5016,2022-02-27
"3173031007","JAKARTA BARAT",7837,"GLODOK",1051,13245,2022-02-27
"3171061004","JAKARTA PUSAT",4100,"GONDANGDIA",835,6389,2022-02-27
"3173021001","JAKARTA BARAT",16876,"GROGOL",2867,26575,2022-02-27
"3174051005","JAKARTA SELATAN",44251,"GROGOL SELATAN",7627,69097,2022-02-27
"3174051004","JAKARTA SELATAN",42494,"GROGOL UTARA",7523,66130,2022-02-27
"3174021007","JAKARTA SELATAN",3985,"GUNTUR",669,6412,2022-02-27
"3174071002","JAKARTA SELATAN",9436,"GUNUNG",1570,15201,2022-02-27
"3171031005","JAKARTA PUSAT",19199,"GUNUNG SAHARI SELATAN",3157,30529,2022-02-27
"3171021004","JAKARTA PUSAT",16650,"GUNUNG SAHARI UTARA",2539,27271,2022-02-27
"3175081004","JAKARTA TIMUR",28363,"HALIM PERDANA KUSUMAH",3066,49316,2022-02-27
"3171031003","JAKARTA PUSAT",22557,"HARAPAN MULIA",3655,35677,2022-02-27
"3174091001","JAKARTA SELATAN",62389,"JAGAKARSA",8566,102936,2022-02-27
"3175021007","JAKARTA TIMUR",32757,"JATI",5209,52970,2022-02-27
"3174041002","JAKARTA SELATAN",37502,"JATI PADANG",5994,59928,2022-02-27
"3173071004","JAKARTA BARAT",28738,"JATI PULO",4858,44491,2022-02-27
"3175061001","JAKARTA TIMUR",84160,"JATINEGARA",15111,129775,2022-02-27
"3175021004","JAKARTA TIMUR",24632,"JATINEGARA KAUM",3716,39218,2022-02-27
"3173021004","JAKARTA BARAT",30266,"JELAMBAR",4717,49318,2022-02-27
"3173021006","JAKARTA BARAT",38246,"JELAMBAR BARU",5875,62365,2022-02-27
"3173041006","JAKARTA BARAT",29314,"JEMBATAN BESI",5749,43225,2022-02-27
"3173041008","JAKARTA BARAT",21021,"JEMBATAN LIMA",3833,31782,2022-02-27
"3173081005","JAKARTA BARAT",40839,"JOGLO",7020,64156,2022-02-27
"3171081001","JAKARTA PUSAT",37488,"JOHAR BARU",5994,59549,2022-02-27
"3173041002","JAKARTA BARAT",23856,"KALI ANYAR",4014,36754,2022-02-27
"3172041004","JAKARTA UTARA",67684,"KALIBARU",15229,93154,2022-02-27
"3174081002","JAKARTA SELATAN",41994,"KALIBATA",8055,63654,2022-02-27
"3173061001","JAKARTA BARAT",72447,"KALIDERES",12541,113619,2022-02-27
"3175051004","JAKARTA TIMUR",43212,"KALISARI",6391,70077,2022-02-27
"3173061004","JAKARTA BARAT",53783,"KAMAL",10659,79715,2022-02-27
"3172011002","JAKARTA UTARA",12930,"KAMAL MUARA",2075,20397,2022-02-27
"3171071007","JAKARTA PUSAT",11358,"KAMPUNG BALI",2112,16985,2022-02-27
"3175031001","JAKARTA TIMUR",25717,"KAMPUNG MELAYU",4850,38555,2022-02-27
"3171081002","JAKARTA PUSAT",21237,"KAMPUNG RAWA",3017,33644,2022-02-27
"3175041002","JAKARTA TIMUR",43993,"KAMPUNG TENGAH",9038,64924,2022-02-27
"3173011005","JAKARTA BARAT",134466,"KAPUK",26802,200475,2022-02-27
"3172011003","JAKARTA UTARA",35781,"KAPUK MUARA",5941,57488,2022-02-27
"3171021002","JAKARTA PUSAT",25761,"KARANG ANYAR",4184,40754,2022-02-27
"3174021004","JAKARTA SELATAN",9623,"KARET",1581,15248,2022-02-27
"3174021003","JAKARTA SELATAN",16055,"KARET KUNINGAN",2623,25480,2022-02-27
"3174021002","JAKARTA SELATAN",2770,"KARET SEMANGGI",501,4368,2022-02-27
"3171071003","JAKARTA PUSAT",19271,"KARET TENGSIN",3214,30145,2022-02-27
"3171021003","JAKARTA PUSAT",22292,"KARTINI",3646,35562,2022-02-27
"3175011003","JAKARTA TIMUR",25284,"KAYU MANIS",4397,39119,2022-02-27
"3175021006","JAKARTA TIMUR",40696,"KAYU PUTIH",6599,65442,2022-02-27
"3173031006","JAKARTA BARAT",17387,"KEAGUNGAN",2755,27373,2022-02-27
"3174041007","JAKARTA SELATAN",44552,"KEBAGUSAN",7308,70494,2022-02-27
"3174051006","JAKARTA SELATAN",41212,"KEBAYORAN LAMA SELATAN",6542,66222,2022-02-27
"3174051001","JAKARTA SELATAN",42422,"KEBAYORAN LAMA UTARA",7500,66299,2022-02-27
"3174011004","JAKARTA SELATAN",35165,"KEBON BARU",5454,56381,2022-02-27
"3172021005","JAKARTA UTARA",50952,"KEBON BAWANG",8527,80119,2022-02-27
"3173051001","JAKARTA BARAT",53887,"KEBON JERUK",9332,83858,2022-02-27
"3171071006","JAKARTA PUSAT",21531,"KEBON KACANG",4370,31959,2022-02-27
"3171011005","JAKARTA PUSAT",10163,"KEBON KELAPA",1799,15855,2022-02-27
"3171031002","JAKARTA PUSAT",30019,"KEBON KOSONG",5207,46660,2022-02-27
"3175011005","JAKARTA TIMUR",16490,"KEBON MANGGIS",2655,26068,2022-02-27
"3171071005","JAKARTA PUSAT",32206,"KEBON MELATI",7334,45076,2022-02-27
"3175081003","JAKARTA TIMUR",46614,"KEBON PALA",7937,73250,2022-02-27
"3171061005","JAKARTA PUSAT",12299,"KEBON SIRIH",2231,18772,2022-02-27
"3173011004","JAKARTA BARAT",32612,"KEDAUNG KALI ANGKE",5277,51744,2022-02-27
"3173051007","JAKARTA BARAT",32165,"KEDOYA SELATAN",5148,50859,2022-02-27
"3173051006","JAKARTA BARAT",45740,"KEDOYA UTARA",7702,71791,2022-02-27
"3173051004","JAKARTA BARAT",23565,"KELAPA DUA",3964,37078,2022-02-27
"3175091003","JAKARTA TIMUR",46875,"KELAPA DUA WETAN",6814,76089,2022-02-27
"3172061003","JAKARTA UTARA",35717,"KELAPA GADING BARAT",5532,58580,2022-02-27
"3172061001","JAKARTA UTARA",33592,"KELAPA GADING TIMUR",4582,56948,2022-02-27
"3173071005","JAKARTA BARAT",32139,"KEMANGGISAN",5165,51453,2022-02-27
"3171031001","JAKARTA PUSAT",20708,"KEMAYORAN",3511,32355,2022-02-27
"3173081006","JAKARTA BARAT",27130,"KEMBANGAN SELATAN",4986,42188,2022-02-27
"3173081001","JAKARTA BARAT",54451,"KEMBANGAN UTARA",10038,83586,2022-02-27
"3171041002","JAKARTA PUSAT",9579,"KENARI",1619,15109,2022-02-27
"3173041005","JAKARTA BARAT",19973,"KERENDANG",3417,31065,2022-02-27
"3175071003","JAKARTA TIMUR",69978,"KLENDER",13780,104988,2022-02-27
"3172031001","JAKARTA UTARA",28175,"KOJA",5079,42849,2022-02-27
"3173071006","JAKARTA BARAT",21158,"KOTA BAMBU SELATAN",3485,32743,2022-02-27
"3173071003","JAKARTA BARAT",24995,"KOTA BAMBU UTARA",4256,38374,2022-02-27
"3171041004","JAKARTA PUSAT",28835,"KRAMAT",5451,42554,2022-02-27
"3175041001","JAKARTA TIMUR",34144,"KRAMAT JATI",5998,52720,2022-02-27
"3174071003","JAKARTA SELATAN",14413,"KRAMAT PELA",2427,22933,2022-02-27
"3173031002","JAKARTA BARAT",19244,"KRUKUT",3163,30030,2022-02-27
"3174031005","JAKARTA SELATAN",12785,"KUNINGAN BARAT",2017,20392,2022-02-27
"3174021008","JAKARTA SELATAN",6008,"KUNINGAN TIMUR",1050,9506,2022-02-27
"3171041005","JAKARTA PUSAT",15486,"KWITANG",2867,23490,2022-02-27
"3172031003","JAKARTA UTARA",59065,"LAGOA",10989,88705,2022-02-27
"3174061002","JAKARTA SELATAN",37626,"LEBAK BULUS",6100,60799,2022-02-27
"3174091004","JAKARTA SELATAN",53946,"LENTENG AGUNG",8122,86445,2022-02-27
"3175101007","JAKARTA TIMUR",63547,"LUBANG BUAYA",10232,100597,2022-02-27
"3175081001","JAKARTA TIMUR",34390,"MAKASAR",5182,55723,2022-02-27
"3175071006","JAKARTA TIMUR",30927,"MALAKA JAYA",4313,51120,2022-02-27
"3175071005","JAKARTA TIMUR",27530,"MALAKA SARI",3757,45890,2022-02-27
"3174031001","JAKARTA SELATAN",18159,"MAMPANG PRAPATAN",3205,28139,2022-02-27
"3173031005","JAKARTA BARAT",7707,"MANGGA BESAR",1146,12643,2022-02-27
"3171021005","JAKARTA PUSAT",27442,"MANGGA DUA SELATAN",4713,43019,2022-02-27
"3174011007","JAKARTA SELATAN",28373,"MANGGARAI",4161,45471,2022-02-27
"3174011006","JAKARTA SELATAN",23075,"MANGGARAI SELATAN",3047,38143,2022-02-27
"3173031003","JAKARTA BARAT",16461,"MAPHAR",2664,26032,2022-02-27
"3172041003","JAKARTA UTARA",28943,"MARUNDA",5255,42850,2022-02-27
"3174071001","JAKARTA SELATAN",2627,"MELAWAI",440,4279,2022-02-27
"3171061001","JAKARTA PUSAT",25624,"MENTENG",4852,38676,2022-02-27
"3174021005","JAKARTA SELATAN",27816,"MENTENG ATAS",4196,44783,2022-02-27
"3174011003","JAKARTA SELATAN",36028,"MENTENG DALAM",6066,57162,2022-02-27
"3173081003","JAKARTA BARAT",32130,"MERUYA SELATAN",5605,50505,2022-02-27
"3173081002","JAKARTA BARAT",43752,"MERUYA UTARA",7698,69168,2022-02-27
"3175101004","JAKARTA TIMUR",23871,"MUNJUL",3780,38178,2022-02-27
"3172051002","JAKARTA UTARA",74240,"PADEMANGAN BARAT",14233,111467,2022-02-27
"3172051001","JAKARTA UTARA",37736,"PADEMANGAN TIMUR",5686,61826,2022-02-27
"3175011004","JAKARTA TIMUR",19769,"PAL MERIAM",3325,30876,2022-02-27
"3173071001","JAKARTA BARAT",63011,"PALMERAH",11065,97752,2022-02-27
"3174081001","JAKARTA SELATAN",19421,"PANCORAN",3323,30333,2022-02-27
"3172021003","JAKARTA UTARA",39097,"PAPANGGO",6481,61157,2022-02-27
"3171021001","JAKARTA PUSAT",12035,"PASAR BARU",2048,19303,2022-02-27
"3174021006","JAKARTA SELATAN",26752,"PASAR MANGGIS",4249,42548,2022-02-27
"3174041001","JAKARTA SELATAN",24821,"PASAR MINGGU",3941,39906,2022-02-27
"3171041003","JAKARTA PUSAT",23533,"PASEBAN",4189,36329,2022-02-27
"3173061005","JAKARTA BARAT",75587,"PEGADUNGAN",12824,119254,2022-02-27
"3171061002","JAKARTA PUSAT",23455,"PEGANGSAAN",4277,35378,2022-02-27
"3172061002","JAKARTA UTARA",49976,"PEGANGSAAN DUA",7227,82926,2022-02-27
"3172011004","JAKARTA UTARA",74578,"PEJAGALAN",13144,117665,2022-02-27
"3174041006","JAKARTA SELATAN",37346,"PEJATEN BARAT",6118,59506,2022-02-27
"3174041005","JAKARTA SELATAN",57656,"PEJATEN TIMUR",10242,88997,2022-02-27
"3175051005","JAKARTA TIMUR",43250,"PEKAYON",6567,69505,2022-02-27
"3173041009","JAKARTA BARAT",23587,"PEKOJAN",3813,37491,2022-02-27
"3174031003","JAKARTA SELATAN",43522,"PELA MAMPANG",7364,68815,2022-02-27
"3174081005","JAKARTA SELATAN",21478,"PENGADEGAN",3401,34357,2022-02-27
"3175061003","JAKARTA TIMUR",99255,"PENGGILINGAN",18696,149701,2022-02-27
"3172011001","JAKARTA UTARA",88308,"PENJARINGAN",18356,128201,2022-02-27
"3174101001","JAKARTA SELATAN",27545,"PESANGGRAHAN",3991,45062,2022-02-27
"3171071004","JAKARTA PUSAT",33271,"PETAMBURAN",7453,47256,2022-02-27
"3174071008","JAKARTA SELATAN",11499,"PETOGOGAN",1897,18287,2022-02-27
"3171011004","JAKARTA PUSAT",14692,"PETOJO SELATAN",2814,22562,2022-02-27
"3171011003","JAKARTA PUSAT",17458,"PETOJO UTARA",3287,26523,2022-02-27
"3174101004","JAKARTA SELATAN",37187,"PETUKANGAN SELATAN",6484,58442,2022-02-27
"3174101003","JAKARTA SELATAN",53716,"PETUKANGAN UTARA",9641,83316,2022-02-27
"3175081002","JAKARTA TIMUR",27198,"PINANG RANTI",4904,41888,2022-02-27
"3173031008","JAKARTA BARAT",10729,"PINANGSIA",1628,17117,2022-02-27
"3175011001","JAKARTA TIMUR",31776,"PISANGAN BARU",5486,49085,2022-02-27
"3175021002","JAKARTA TIMUR",41011,"PISANGAN TIMUR",6354,65957,2022-02-27
"3172011005","JAKARTA UTARA",47783,"PLUIT",8238,75958,2022-02-27
"3175071002","JAKARTA TIMUR",61550,"PONDOK BAMBU",11019,96143,2022-02-27
"3175071004","JAKARTA TIMUR",72015,"PONDOK KELAPA",12148,114305,2022-02-27
"3175071007","JAKARTA TIMUR",35367,"PONDOK KOPI",5662,55586,2022-02-27
"3174061003","JAKARTA SELATAN",46464,"PONDOK LABU",6532,77019,2022-02-27
"3174051002","JAKARTA SELATAN",56169,"PONDOK PINANG",9452,89311,2022-02-27
"3175101003","JAKARTA TIMUR",25574,"PONDOK RANGGON",4141,40796,2022-02-27
"3101011003","KAB.ADM.KEP.SERIBU",2060,"PULAU HARAPAN",162,3650,2022-02-27
"3101011002","KAB.ADM.KEP.SERIBU",5528,"PULAU KELAPA",462,9750,2022-02-27
"3101011001","KAB.ADM.KEP.SERIBU",5450,"PULAU PANGGANG",359,9846,2022-02-27
"3101021003","KAB.ADM.KEP.SERIBU",2765,"PULAU PARI",177,5086,2022-02-27
"3101021002","KAB.ADM.KEP.SERIBU",4553,"PULAU TIDUNG",310,8280,2022-02-27
"3101021001","KAB.ADM.KEP.SERIBU",1941,"PULAU UNTUNG JAWA",143,3513,2022-02-27
"3174071007","JAKARTA SELATAN",5835,"PULO",888,9674,2022-02-27
"3175021001","JAKARTA TIMUR",34422,"PULO GADUNG",6237,53273,2022-02-27
"3175061005","JAKARTA TIMUR",97301,"PULO GEBANG",16080,152164,2022-02-27
"3174041004","JAKARTA SELATAN",39616,"RAGUNAN",5835,64552,2022-02-27
"3175091005","JAKARTA TIMUR",36771,"RAMBUTAN",6793,55725,2022-02-27
"3172031006","JAKARTA UTARA",42179,"RAWA BADAK SELATAN",7851,63360,2022-02-27
"3172031004","JAKARTA UTARA",34408,"RAWA BADAK UTARA",6064,52940,2022-02-27
"3174071005","JAKARTA SELATAN",5625,"RAWA BARAT",896,9112,2022-02-27
"3173011003","JAKARTA BARAT",63799,"RAWA BUAYA",10653,100305,2022-02-27
"3175031004","JAKARTA TIMUR",21434,"RAWA BUNGA",3974,32616,2022-02-27
"3174081003","JAKARTA SELATAN",20509,"RAWA JATI",3399,32621,2022-02-27
"3175061002","JAKARTA TIMUR",24637,"RAWA TERATE",3769,39033,2022-02-27
"3175021005","JAKARTA TIMUR",37612,"RAWAMANGUN",6284,59754,2022-02-27
"3171051003","JAKARTA PUSAT",21967,"RAWASARI",3706,34894,2022-02-27
"3173041010","JAKARTA BARAT",3484,"ROA MALAKA",564,5670,2022-02-27
"3172041006","JAKARTA UTARA",41668,"ROROTAN",7040,64519,2022-02-27
"3174071004","JAKARTA SELATAN",2842,"SELONG",491,4588,2022-02-27
"3173061002","JAKARTA BARAT",71354,"SEMANAN",12930,108612,2022-02-27
"3172041007","JAKARTA UTARA",68587,"SEMPER BARAT",11129,108485,2022-02-27
"3172041005","JAKARTA UTARA",36267,"SEMPER TIMUR",6395,55649,2022-02-27
"3174071006","JAKARTA SELATAN",2771,"SENAYAN",594,4182,2022-02-27
"3171041001","JAKARTA PUSAT",6804,"SENEN",1282,10431,2022-02-27
"3171031004","JAKARTA PUSAT",29668,"SERDANG",4761,47256,2022-02-27
"3174021001","JAKARTA SELATAN",3023,"SETIA BUDI",526,4780,2022-02-27
"3175101005","JAKARTA TIMUR",20572,"SETU",3498,32192,2022-02-27
"3173071002","JAKARTA BARAT",16591,"SLIPI",2516,26890,2022-02-27
"3173081004","JAKARTA BARAT",45523,"SRENGSENG",8467,70232,2022-02-27
"3174091002","JAKARTA SELATAN",58196,"SRENGSENG SAWAH",7421,97146,2022-02-27
"3173051003","JAKARTA BARAT",37033,"SUKABUMI SELATAN",6491,56085,2022-02-27
"3173051002","JAKARTA BARAT",38290,"SUKABUMI UTARA",7068,57502,2022-02-27
"3172041002","JAKARTA UTARA",53949,"SUKAPURA",9945,82401,2022-02-27
"3171031007","JAKARTA PUSAT",22717,"SUMUR BATU",3644,36608,2022-02-27
"3172021004","JAKARTA UTARA",29876,"SUNGAI BAMBU",4951,47047,2022-02-27
"3172021006","JAKARTA UTARA",71805,"SUNTER AGUNG",10643,117683,2022-02-27
"3172021002","JAKARTA UTARA",63031,"SUNTER JAYA",9367,102929,2022-02-27
"3175091004","JAKARTA TIMUR",38257,"SUSUKAN",6248,60337,2022-02-27
"3173031001","JAKARTA BARAT",14348,"TAMAN SARI",2231,23084,2022-02-27
"3173041001","JAKARTA BARAT",10204,"TAMBORA",1828,15570,2022-02-27
"3173041004","JAKARTA BARAT",26387,"TANAH SEREAL",3803,42588,2022-02-27
"3171081004","JAKARTA PUSAT",37693,"TANAH TINGGI",6229,58389,2022-02-27
"3173031004","JAKARTA BARAT",13324,"TANGKI",1949,21631,2022-02-27
"3174091005","JAKARTA SELATAN",39770,"TANJUNG BARAT",5729,64501,2022-02-27
"3173021005","JAKARTA BARAT",25337,"TANJUNG DUREN SELATAN",4209,40855,2022-02-27
"3173021002","JAKARTA BARAT",17010,"TANJUNG DUREN UTARA",2490,28199,2022-02-27
"3172021001","JAKARTA UTARA",34588,"TANJUNG PRIOK",6081,53229,2022-02-27
"3174011002","JAKARTA SELATAN",21194,"TEBET BARAT",2887,35417,2022-02-27
"3174011001","JAKARTA SELATAN",18199,"TEBET TIMUR",2459,30730,2022-02-27
"3173061003","JAKARTA BARAT",83647,"TEGAL ALUR",14969,128958,2022-02-27
"3174031004","JAKARTA SELATAN",32401,"TEGAL PARANG",6002,48765,2022-02-27
"3173021003","JAKARTA BARAT",29605,"TOMANG",4701,47658,2022-02-27
"3172031005","JAKARTA UTARA",39122,"TUGU SELATAN",7002,59915,2022-02-27
"3172031002","JAKARTA UTARA",67670,"TUGU UTARA",12731,101581,2022-02-27
"3175061006","JAKARTA TIMUR",29934,"UJUNG MENTENG",4439,48518,2022-02-27
"3174101005","JAKARTA SELATAN",40544,"ULUJAMI",7172,62909,2022-02-27
"3175011006","JAKARTA TIMUR",33511,"UTAN KAYU SELATAN",5060,53904,2022-02-27
"3175011002","JAKARTA TIMUR",28169,"UTAN KAYU UTARA",4832,43885,2022-02-27
"3171031008","JAKARTA PUSAT",29208,"UTAN PANJANG",4908,45467,2022-02-27
"3172021007","JAKARTA UTARA",44401,"WARAKAS",6834,70191,2022-02-27
"3173021007","JAKARTA BARAT",38934,"WIJAYA KUSUMA",6930,60714,2022-02-27
NA,NA,8941211,"TOTAL",1453423,16935586,2022-04-30
"3172051003","JAKARTA UTARA",23947,"ANCOL",4449,43093,2022-04-30
"3173041007","JAKARTA BARAT",29381,"ANGKE",5101,54329,2022-04-30
"3175041005","JAKARTA TIMUR",29074,"BALE KAMBANG",5699,50181,2022-04-30
"3175031003","JAKARTA TIMUR",9752,"BALI MESTER",1598,18774,2022-04-30
"3175101006","JAKARTA TIMUR",26285,"BAMBU APUS",3857,51077,2022-04-30
"3174031002","JAKARTA SELATAN",21566,"BANGKA",3818,39200,2022-04-30
"3175051002","JAKARTA TIMUR",23886,"BARU",3160,49169,2022-04-30
"3175041004","JAKARTA TIMUR",47898,"BATU AMPAR",9041,85208,2022-04-30
"3171071002","JAKARTA PUSAT",21494,"BENDUNGAN HILIR",3627,41824,2022-04-30
"3175031002","JAKARTA TIMUR",36689,"BIDARA CINA",7172,65453,2022-04-30
"3174101002","JAKARTA SELATAN",53098,"BINTARO",8829,102693,2022-04-30
"3174011005","JAKARTA SELATAN",34183,"BUKIT DURI",5486,63199,2022-04-30
"3171041006","JAKARTA PUSAT",18144,"BUNGUR",3154,33655,2022-04-30
"3175061007","JAKARTA TIMUR",57724,"CAKUNG BARAT",9672,107842,2022-04-30
"3175061004","JAKARTA TIMUR",58287,"CAKUNG TIMUR",9458,109207,2022-04-30
"3175041007","JAKARTA TIMUR",32762,"CAWANG",5581,60322,2022-04-30
"3175101008","JAKARTA TIMUR",18932,"CEGER",2939,36449,2022-04-30
"3171031006","JAKARTA PUSAT",32581,"CEMPAKA BARU",4983,61855,2022-04-30
"3171051002","JAKARTA PUSAT",35885,"CEMPAKA PUTIH BARAT",6145,67217,2022-04-30
"3171051001","JAKARTA PUSAT",24292,"CEMPAKA PUTIH TIMUR",4102,47672,2022-04-30
"3173011001","JAKARTA BARAT",66284,"CENGKARENG BARAT",10507,128588,2022-04-30
"3173011006","JAKARTA BARAT",81027,"CENGKARENG TIMUR",12988,154104,2022-04-30
"3175091002","JAKARTA TIMUR",66364,"CIBUBUR",9296,132240,2022-04-30
"3171011002","JAKARTA PUSAT",15390,"CIDENG",2585,30731,2022-04-30
"3174091003","JAKARTA SELATAN",38497,"CIGANJUR",5296,74391,2022-04-30
"3175051003","JAKARTA TIMUR",41419,"CIJANTUNG",6207,80200,2022-04-30
"3171061003","JAKARTA PUSAT",8274,"CIKINI",1250,15658,2022-04-30
"3174081006","JAKARTA SELATAN",10547,"CIKOKO",1499,20907,2022-04-30
"3174061001","JAKARTA SELATAN",51752,"CILANDAK BARAT",7585,103774,2022-04-30
"3174041003","JAKARTA SELATAN",25145,"CILANDAK TIMUR",3684,49979,2022-04-30
"3175101002","JAKARTA TIMUR",27635,"CILANGKAP",4007,53637,2022-04-30
"3175041006","JAKARTA TIMUR",40181,"CILILITAN",6780,73727,2022-04-30
"3172041001","JAKARTA UTARA",43609,"CILINCING",8118,75618,2022-04-30
"3175101001","JAKARTA TIMUR",26104,"CIPAYUNG",3739,51745,2022-04-30
"3174091006","JAKARTA SELATAN",38303,"CIPEDAK",5241,74183,2022-04-30
"3174061005","JAKARTA SELATAN",26704,"CIPETE SELATAN",4237,52707,2022-04-30
"3174071010","JAKARTA SELATAN",34102,"CIPETE UTARA",5399,64696,2022-04-30
"3175021003","JAKARTA TIMUR",39306,"CIPINANG",5760,77016,2022-04-30
"3175031007","JAKARTA TIMUR",35212,"CIPINANG BESAR SELATAN",6320,63115,2022-04-30
"3175031008","JAKARTA TIMUR",45319,"CIPINANG BESAR UTARA",8303,79591,2022-04-30
"3175031005","JAKARTA TIMUR",32824,"CIPINANG CEMPEDAK",5856,61878,2022-04-30
"3175081005","JAKARTA TIMUR",42308,"CIPINANG MELAYU",6606,83060,2022-04-30
"3175031006","JAKARTA TIMUR",55243,"CIPINANG MUARA",9429,103710,2022-04-30
"3174051003","JAKARTA SELATAN",39937,"CIPULIR",6868,72754,2022-04-30
"3175091001","JAKARTA TIMUR",64594,"CIRACAS",9752,125073,2022-04-30
"3175041003","JAKARTA TIMUR",24609,"DUKUH",3674,46393,2022-04-30
