"Village_Code","City_Area","Target","Sub_District","Unvaccinated","Vaccinated","date"
"3173031005","JAKARTA BARAT",7707,"MANGGA BESAR",1092,16512,2022-06-30
"3171021005","JAKARTA PUSAT",27442,"MANGGA DUA SELATAN",4510,52851,2022-06-30
"3174011007","JAKARTA SELATAN",28373,"MANGGARAI",3890,54528,2022-06-30
"3174011006","JAKARTA SELATAN",23075,"MANGGARAI SELATAN",2855,46547,2022-06-30
"3173031003","JAKARTA BARAT",16461,"MAPHAR",2514,32905,2022-06-30
"3172041003","JAKARTA UTARA",28943,"MARUNDA",4825,50865,2022-06-30
"3174071001","JAKARTA SELATAN",2627,"MELAWAI",430,5760,2022-06-30
"3171061001","JAKARTA PUSAT",25624,"MENTENG",4548,47165,2022-06-30
"3174021005","JAKARTA SELATAN",27816,"MENTENG ATAS",4000,55096,2022-06-30
"3174011003","JAKARTA SELATAN",36028,"MENTENG DALAM",5791,69686,2022-06-30
"3173081003","JAKARTA BARAT",32130,"MERUYA SELATAN",5324,61980,2022-06-30
"3173081002","JAKARTA BARAT",43752,"MERUYA UTARA",7313,87326,2022-06-30
"3175101004","JAKARTA TIMUR",23871,"MUNJUL",3558,46811,2022-06-30
"3172051002","JAKARTA UTARA",74240,"PADEMANGAN BARAT",13484,134325,2022-06-30
"3172051001","JAKARTA UTARA",37736,"PADEMANGAN TIMUR",5339,79770,2022-06-30
"3175011004","JAKARTA TIMUR",19769,"PAL MERIAM",3119,37890,2022-06-30
"3173071001","JAKARTA BARAT",63011,"PALMERAH",10404,120003,2022-06-30
"3174081001","JAKARTA SELATAN",19421,"PANCORAN",3143,36796,2022-06-30
"3172021003","JAKARTA UTARA",39097,"PAPANGGO",6108,74376,2022-06-30
"3171021001","JAKARTA PUSAT",12035,"PASAR BARU",1978,24937,2022-06-30
"3174021006","JAKARTA SELATAN",26752,"PASAR MANGGIS",3999,51455,2022-06-30
"3174041001","JAKARTA SELATAN",24821,"PASAR MINGGU",3690,51168,2022-06-30
"3171041003","JAKARTA PUSAT",23533,"PASEBAN",4003,44421,2022-06-30
"3173061005","JAKARTA BARAT",75587,"PEGADUNGAN",12304,148575,2022-06-30
"3171061002","JAKARTA PUSAT",23455,"PEGANGSAAN",4051,42400,2022-06-30
"3172061002","JAKARTA UTARA",49976,"PEGANGSAAN DUA",6897,109141,2022-06-30
"3172011004","JAKARTA UTARA",74578,"PEJAGALAN",12409,151222,2022-06-30
"3174041006","JAKARTA SELATAN",37346,"PEJATEN BARAT",5823,73906,2022-06-30
"3174041005","JAKARTA SELATAN",57656,"PEJATEN TIMUR",9608,108190,2022-06-30
"3175051005","JAKARTA TIMUR",43250,"PEKAYON",6172,85876,2022-06-30
"3173041009","JAKARTA BARAT",23587,"PEKOJAN",3605,46977,2022-06-30
"3174031003","JAKARTA SELATAN",43522,"PELA MAMPANG",6968,83569,2022-06-30
"3174081005","JAKARTA SELATAN",21478,"PENGADEGAN",3232,42625,2022-06-30
"3175061003","JAKARTA TIMUR",99255,"PENGGILINGAN",17592,181591,2022-06-30
"3172011001","JAKARTA UTARA",88308,"PENJARINGAN",16345,157951,2022-06-30
"3174101001","JAKARTA SELATAN",27545,"PESANGGRAHAN",3766,55992,2022-06-30
"3171071004","JAKARTA PUSAT",33271,"PETAMBURAN",7076,55595,2022-06-30
"3174071008","JAKARTA SELATAN",11499,"PETOGOGAN",1816,22949,2022-06-30
"3171011004","JAKARTA PUSAT",14692,"PETOJO SELATAN",2699,28069,2022-06-30
"3171011003","JAKARTA PUSAT",17458,"PETOJO UTARA",3161,32690,2022-06-30
"3174101004","JAKARTA SELATAN",37187,"PETUKANGAN SELATAN",6130,71658,2022-06-30
"3174101003","JAKARTA SELATAN",53716,"PETUKANGAN UTARA",9098,101149,2022-06-30
"3175081002","JAKARTA TIMUR",27198,"PINANG RANTI",4624,50963,2022-06-30
"3173031008","JAKARTA BARAT",10729,"PINANGSIA",1542,21605,2022-06-30
"3175011001","JAKARTA TIMUR",31776,"PISANGAN BARU",5104,59159,2022-06-30
"3175021002","JAKARTA TIMUR",41011,"PISANGAN TIMUR",5984,80904,2022-06-30
"3172011005","JAKARTA UTARA",47783,"PLUIT",7963,100280,2022-06-30
"3175071002","JAKARTA TIMUR",61550,"PONDOK BAMBU",10497,119275,2022-06-30
"3175071004","JAKARTA TIMUR",72015,"PONDOK KELAPA",11597,143363,2022-06-30
"3175071007","JAKARTA TIMUR",35367,"PONDOK KOPI",5352,68467,2022-06-30
"3174061003","JAKARTA SELATAN",46464,"PONDOK LABU",6230,95966,2022-06-30
"3174051002","JAKARTA SELATAN",56169,"PONDOK PINANG",9020,111434,2022-06-30
"3175101003","JAKARTA TIMUR",25574,"PONDOK RANGGON",3901,49562,2022-06-30
"3101011003","KAB.ADM.KEP.SERIBU",2060,"PULAU HARAPAN",120,5308,2022-06-30
"3101011002","KAB.ADM.KEP.SERIBU",5528,"PULAU KELAPA",384,13693,2022-06-30
"3101011001","KAB.ADM.KEP.SERIBU",5450,"PULAU PANGGANG",304,14280,2022-06-30
"3101021003","KAB.ADM.KEP.SERIBU",2765,"PULAU PARI",167,7305,2022-06-30
"3101021002","KAB.ADM.KEP.SERIBU",4553,"PULAU TIDUNG",266,11454,2022-06-30
"3101021001","KAB.ADM.KEP.SERIBU",1941,"PULAU UNTUNG JAWA",134,5154,2022-06-30
"3174071007","JAKARTA SELATAN",5835,"PULO",850,12692,2022-06-30
"3175021001","JAKARTA TIMUR",34422,"PULO GADUNG",5836,67337,2022-06-30
"3175061005","JAKARTA TIMUR",97301,"PULO GEBANG",15107,186729,2022-06-30
"3174041004","JAKARTA SELATAN",39616,"RAGUNAN",5476,79982,2022-06-30
"3175091005","JAKARTA TIMUR",36771,"RAMBUTAN",6424,68087,2022-06-30
"3172031006","JAKARTA UTARA",42179,"RAWA BADAK SELATAN",7304,76460,2022-06-30
"3172031004","JAKARTA UTARA",34408,"RAWA BADAK UTARA",5573,63988,2022-06-30
"3174071005","JAKARTA SELATAN",5625,"RAWA BARAT",860,11754,2022-06-30
"3173011003","JAKARTA BARAT",63799,"RAWA BUAYA",10076,123734,2022-06-30
"3175031004","JAKARTA TIMUR",21434,"RAWA BUNGA",3781,39044,2022-06-30
"3174081003","JAKARTA SELATAN",20509,"RAWA JATI",3226,41395,2022-06-30
"3175061002","JAKARTA TIMUR",24637,"RAWA TERATE",3546,47832,2022-06-30
"3175021005","JAKARTA TIMUR",37612,"RAWAMANGUN",5943,74859,2022-06-30
"3171051003","JAKARTA PUSAT",21967,"RAWASARI",3509,43450,2022-06-30
"3173041010","JAKARTA BARAT",3484,"ROA MALAKA",538,7535,2022-06-30
"3172041006","JAKARTA UTARA",41668,"ROROTAN",6580,78177,2022-06-30
"3174071004","JAKARTA SELATAN",2842,"SELONG",473,6059,2022-06-30
"3173061002","JAKARTA BARAT",71354,"SEMANAN",12262,130819,2022-06-30
"3172041007","JAKARTA UTARA",68587,"SEMPER BARAT",10344,132903,2022-06-30
"3172041005","JAKARTA UTARA",36267,"SEMPER TIMUR",5791,68090,2022-06-30
"3174071006","JAKARTA SELATAN",2771,"SENAYAN",568,5346,2022-06-30
"3171041001","JAKARTA PUSAT",6804,"SENEN",1216,13176,2022-06-30
"3171031004","JAKARTA PUSAT",29668,"SERDANG",4482,57884,2022-06-30
"3174021001","JAKARTA SELATAN",3023,"SETIA BUDI",500,6098,2022-06-30
"3175101005","JAKARTA TIMUR",20572,"SETU",3302,39092,2022-06-30
"3173071002","JAKARTA BARAT",16591,"SLIPI",2365,33412,2022-06-30
"3173081004","JAKARTA BARAT",45523,"SRENGSENG",7950,86842,2022-06-30
"3174091002","JAKARTA SELATAN",58196,"SRENGSENG SAWAH",7056,118265,2022-06-30
"3173051003","JAKARTA BARAT",37033,"SUKABUMI SELATAN",6062,66544,2022-06-30
"3173051002","JAKARTA BARAT",38290,"SUKABUMI UTARA",6682,68555,2022-06-30
"3172041002","JAKARTA UTARA",53949,"SUKAPURA",9370,100924,2022-06-30
"3171031007","JAKARTA PUSAT",22717,"SUMUR BATU",3464,45830,2022-06-30
"3172021004","JAKARTA UTARA",29876,"SUNGAI BAMBU",4626,57182,2022-06-30
"3172021006","JAKARTA UTARA",71805,"SUNTER AGUNG",9993,151742,2022-06-30
"3172021002","JAKARTA UTARA",63031,"SUNTER JAYA",8861,129296,2022-06-30
"3175091004","JAKARTA TIMUR",38257,"SUSUKAN",5905,73964,2022-06-30
"3173031001","JAKARTA BARAT",14348,"TAMAN SARI",2148,29057,2022-06-30
"3173041001","JAKARTA BARAT",10204,"TAMBORA",1706,19533,2022-06-30
"3173041004","JAKARTA BARAT",26387,"TANAH SEREAL",3497,54309,2022-06-30
"3171081004","JAKARTA PUSAT",37693,"TANAH TINGGI",5827,69310,2022-06-30
"3173031004","JAKARTA BARAT",13324,"TANGKI",1835,27665,2022-06-30
"3174091005","JAKARTA SELATAN",39770,"TANJUNG BARAT",5430,78843,2022-06-30
"3173021005","JAKARTA BARAT",25337,"TANJUNG DUREN SELATAN",3993,52909,2022-06-30
"3173021002","JAKARTA BARAT",17010,"TANJUNG DUREN UTARA",2367,37057,2022-06-30
"3172021001","JAKARTA UTARA",34588,"TANJUNG PRIOK",5626,64299,2022-06-30
"3174011002","JAKARTA SELATAN",21194,"TEBET BARAT",2737,45667,2022-06-30
"3174011001","JAKARTA SELATAN",18199,"TEBET TIMUR",2348,39844,2022-06-30
"3173061003","JAKARTA BARAT",83647,"TEGAL ALUR",14179,156993,2022-06-30
"3174031004","JAKARTA SELATAN",32401,"TEGAL PARANG",5661,57724,2022-06-30
"3173021003","JAKARTA BARAT",29605,"TOMANG",4440,60660,2022-06-30
"3172031005","JAKARTA UTARA",39122,"TUGU SELATAN",6541,72865,2022-06-30
"3172031002","JAKARTA UTARA",67670,"TUGU UTARA",11841,123405,2022-06-30
"3175061006","JAKARTA TIMUR",29934,"UJUNG MENTENG",4196,59894,2022-06-30
"3174101005","JAKARTA SELATAN",40544,"ULUJAMI",6775,76216,2022-06-30
"3175011006","JAKARTA TIMUR",33511,"UTAN KAYU SELATAN",4707,66988,2022-06-30
"3175011002","JAKARTA TIMUR",28169,"UTAN KAYU UTARA",4544,53990,2022-06-30
"3171031008","JAKARTA PUSAT",29208,"UTAN PANJANG",4685,54530,2022-06-30
"3172021007","JAKARTA UTARA",44401,"WARAKAS",6336,83909,2022-06-30
"3173021007","JAKARTA BARAT",38934,"WIJAYA KUSUMA",6494,77439,2022-06-30
NA,NA,8941211,"TOTAL",1723821,13390026,2021-11-30
"3172051003","JAKARTA UTARA",23947,"ANCOL",5527,33886,2021-11-30
"3173041007","JAKARTA BARAT",29381,"ANGKE",5986,42799,2021-11-30
"3175041005","JAKARTA TIMUR",29074,"BALE KAMBANG",6802,40356,2021-11-30
"3175031003","JAKARTA TIMUR",9752,"BALI MESTER",1920,14605,2021-11-30
"3175101006","JAKARTA TIMUR",26285,"BAMBU APUS",4612,40367,2021-11-30
"3174031002","JAKARTA SELATAN",21566,"BANGKA",4346,31914,2021-11-30
"3175051002","JAKARTA TIMUR",23886,"BARU",3776,37891,2021-11-30
"3175041004","JAKARTA TIMUR",47898,"BATU AMPAR",10985,67589,2021-11-30
"3171071002","JAKARTA PUSAT",21494,"BENDUNGAN HILIR",4187,32421,2021-11-30
"3175031002","JAKARTA TIMUR",36689,"BIDARA CINA",8447,51858,2021-11-30
"3174101002","JAKARTA SELATAN",53098,"BINTARO",10277,80967,2021-11-30
"3174011005","JAKARTA SELATAN",34183,"BUKIT DURI",6558,51302,2021-11-30
"3171041006","JAKARTA PUSAT",18144,"BUNGUR",3618,26851,2021-11-30
"3175061007","JAKARTA TIMUR",57724,"CAKUNG BARAT",11327,85438,2021-11-30
"3175061004","JAKARTA TIMUR",58287,"CAKUNG TIMUR",10972,87635,2021-11-30
"3175041007","JAKARTA TIMUR",32762,"CAWANG",6653,47838,2021-11-30
"3175101008","JAKARTA TIMUR",18932,"CEGER",3516,28636,2021-11-30
"3171031006","JAKARTA PUSAT",32581,"CEMPAKA BARU",5882,49170,2021-11-30
"3171051002","JAKARTA PUSAT",35885,"CEMPAKA PUTIH BARAT",7253,53714,2021-11-30
"3171051001","JAKARTA PUSAT",24292,"CEMPAKA PUTIH TIMUR",4812,36974,2021-11-30
"3173011001","JAKARTA BARAT",66284,"CENGKARENG BARAT",12627,101033,2021-11-30
"3173011006","JAKARTA BARAT",81027,"CENGKARENG TIMUR",15368,121926,2021-11-30
"3175091002","JAKARTA TIMUR",66364,"CIBUBUR",10955,103687,2021-11-30
"3171011002","JAKARTA PUSAT",15390,"CIDENG",2916,23574,2021-11-30
"3174091003","JAKARTA SELATAN",38497,"CIGANJUR",6202,60058,2021-11-30
"3175051003","JAKARTA TIMUR",41419,"CIJANTUNG",7345,63358,2021-11-30
"3171061003","JAKARTA PUSAT",8274,"CIKINI",1446,12422,2021-11-30
"3174081006","JAKARTA SELATAN",10547,"CIKOKO",1753,16575,2021-11-30
"3174061001","JAKARTA SELATAN",51752,"CILANDAK BARAT",8759,81588,2021-11-30
"3174041003","JAKARTA SELATAN",25145,"CILANDAK TIMUR",4384,39005,2021-11-30
"3175101002","JAKARTA TIMUR",27635,"CILANGKAP",4691,42972,2021-11-30
"3175041006","JAKARTA TIMUR",40181,"CILILITAN",8069,58946,2021-11-30
"3172041001","JAKARTA UTARA",43609,"CILINCING",9941,60709,2021-11-30
"3175101001","JAKARTA TIMUR",26104,"CIPAYUNG",4367,40828,2021-11-30
"3174091006","JAKARTA SELATAN",38303,"CIPEDAK",6090,60301,2021-11-30
"3174061005","JAKARTA SELATAN",26704,"CIPETE SELATAN",4891,41476,2021-11-30
"3174071010","JAKARTA SELATAN",34102,"CIPETE UTARA",6221,51992,2021-11-30
"3175021003","JAKARTA TIMUR",39306,"CIPINANG",6831,60366,2021-11-30
"3175031007","JAKARTA TIMUR",35212,"CIPINANG BESAR SELATAN",7949,49519,2021-11-30
"3175031008","JAKARTA TIMUR",45319,"CIPINANG BESAR UTARA",10192,63581,2021-11-30
"3175031005","JAKARTA TIMUR",32824,"CIPINANG CEMPEDAK",6883,48610,2021-11-30
"3175081005","JAKARTA TIMUR",42308,"CIPINANG MELAYU",7875,64507,2021-11-30
"3175031006","JAKARTA TIMUR",55243,"CIPINANG MUARA",11230,81076,2021-11-30
"3174051003","JAKARTA SELATAN",39937,"CIPULIR",8066,58884,2021-11-30
"3175091001","JAKARTA TIMUR",64594,"CIRACAS",11407,98552,2021-11-30
"3175041003","JAKARTA TIMUR",24609,"DUKUH",4357,37481,2021-11-30
"3175071001","JAKARTA TIMUR",61160,"DUREN SAWIT",12386,90729,2021-11-30
"3174081004","JAKARTA SELATAN",28319,"DUREN TIGA",5381,42612,2021-11-30
"3173051005","JAKARTA BARAT",60138,"DURI KEPA",11416,91693,2021-11-30
"3173011002","JAKARTA BARAT",77923,"DURI KOSAMBI",15888,113634,2021-11-30
"3171011006","JAKARTA PUSAT",19610,"DURI PULO",4011,28455,2021-11-30
"3173041011","JAKARTA BARAT",14259,"DURI SELATAN",2435,22049,2021-11-30
"3173041003","JAKARTA BARAT",19844,"DURI UTARA",3425,30261,2021-11-30
"3171081003","JAKARTA PUSAT",18243,"GALUR",3439,27041,2021-11-30
"3171011001","JAKARTA PUSAT",2191,"GAMBIR",446,3287,2021-11-30
"3174061004","JAKARTA SELATAN",22119,"GANDARIA SELATAN",4056,33934,2021-11-30
"3174071009","JAKARTA SELATAN",39922,"GANDARIA UTARA",7569,60563,2021-11-30
"3175051001","JAKARTA TIMUR",35755,"GEDONG",6900,53841,2021-11-30
"3171071001","JAKARTA PUSAT",3127,"GELORA",591,4791,2021-11-30
"3173031007","JAKARTA BARAT",7837,"GLODOK",1145,12857,2021-11-30
"3171061004","JAKARTA PUSAT",4100,"GONDANGDIA",894,6165,2021-11-30
"3173021001","JAKARTA BARAT",16876,"GROGOL",3214,25519,2021-11-30
"3174051005","JAKARTA SELATAN",44251,"GROGOL SELATAN",8439,66411,2021-11-30
"3174051004","JAKARTA SELATAN",42494,"GROGOL UTARA",8342,63373,2021-11-30
"3174021007","JAKARTA SELATAN",3985,"GUNTUR",720,6213,2021-11-30
"3174071002","JAKARTA SELATAN",9436,"GUNUNG",1698,14767,2021-11-30
"3171031005","JAKARTA PUSAT",19199,"GUNUNG SAHARI SELATAN",3575,29132,2021-11-30
"3171021004","JAKARTA PUSAT",16650,"GUNUNG SAHARI UTARA",2831,26363,2021-11-30
"3175081004","JAKARTA TIMUR",28363,"HALIM PERDANA KUSUMAH",3545,47826,2021-11-30
"3171031003","JAKARTA PUSAT",22557,"HARAPAN MULIA",4206,33770,2021-11-30
"3174091001","JAKARTA SELATAN",62389,"JAGAKARSA",9773,98678,2021-11-30
"3175021007","JAKARTA TIMUR",32757,"JATI",5890,50792,2021-11-30
"3174041002","JAKARTA SELATAN",37502,"JATI PADANG",6886,57148,2021-11-30
"3173071004","JAKARTA BARAT",28738,"JATI PULO",5459,42440,2021-11-30
"3175061001","JAKARTA TIMUR",84160,"JATINEGARA",17007,124107,2021-11-30
"3175021004","JAKARTA TIMUR",24632,"JATINEGARA KAUM",4207,37565,2021-11-30
"3173021004","JAKARTA BARAT",30266,"JELAMBAR",5297,47469,2021-11-30
"3173021006","JAKARTA BARAT",38246,"JELAMBAR BARU",6585,59922,2021-11-30
"3173041006","JAKARTA BARAT",29314,"JEMBATAN BESI",6769,40740,2021-11-30
"3173041008","JAKARTA BARAT",21021,"JEMBATAN LIMA",4561,29900,2021-11-30
"3173081005","JAKARTA BARAT",40839,"JOGLO",7856,61567,2021-11-30
"3171081001","JAKARTA PUSAT",37488,"JOHAR BARU",6691,57405,2021-11-30
"3173041002","JAKARTA BARAT",23856,"KALI ANYAR",4517,35160,2021-11-30
"3172041004","JAKARTA UTARA",67684,"KALIBARU",17702,86660,2021-11-30
"3174081002","JAKARTA SELATAN",41994,"KALIBATA",9122,60522,2021-11-30
"3173061001","JAKARTA BARAT",72447,"KALIDERES",13886,109346,2021-11-30
"3175051004","JAKARTA TIMUR",43212,"KALISARI",7345,66958,2021-11-30
"3173061004","JAKARTA BARAT",53783,"KAMAL",11925,76375,2021-11-30
"3172011002","JAKARTA UTARA",12930,"KAMAL MUARA",2240,19904,2021-11-30
"3171071007","JAKARTA PUSAT",11358,"KAMPUNG BALI",2357,16187,2021-11-30
"3175031001","JAKARTA TIMUR",25717,"KAMPUNG MELAYU",5651,36283,2021-11-30
"3171081002","JAKARTA PUSAT",21237,"KAMPUNG RAWA",3389,32454,2021-11-30
"3175041002","JAKARTA TIMUR",43993,"KAMPUNG TENGAH",10449,61200,2021-11-30
"3173011005","JAKARTA BARAT",134466,"KAPUK",30884,190103,2021-11-30
"3172011003","JAKARTA UTARA",35781,"KAPUK MUARA",6600,55330,2021-11-30
"3171021002","JAKARTA PUSAT",25761,"KARANG ANYAR",4691,39172,2021-11-30
"3174021004","JAKARTA SELATAN",9623,"KARET",1789,14573,2021-11-30
"3174021003","JAKARTA SELATAN",16055,"KARET KUNINGAN",3009,24411,2021-11-30
"3174021002","JAKARTA SELATAN",2770,"KARET SEMANGGI",540,4243,2021-11-30
"3171071003","JAKARTA PUSAT",19271,"KARET TENGSIN",3585,28886,2021-11-30
"3171021003","JAKARTA PUSAT",22292,"KARTINI",4023,34308,2021-11-30
"3175011003","JAKARTA TIMUR",25284,"KAYU MANIS",5056,36937,2021-11-30
"3175021006","JAKARTA TIMUR",40696,"KAYU PUTIH",7409,63032,2021-11-30
"3173031006","JAKARTA BARAT",17387,"KEAGUNGAN",3099,26335,2021-11-30
"3174041007","JAKARTA SELATAN",44552,"KEBAGUSAN",8393,67104,2021-11-30
"3174051006","JAKARTA SELATAN",41212,"KEBAYORAN LAMA SELATAN",7303,63609,2021-11-30
"3174051001","JAKARTA SELATAN",42422,"KEBAYORAN LAMA UTARA",8399,63255,2021-11-30
"3174011004","JAKARTA SELATAN",35165,"KEBON BARU",6288,53853,2021-11-30
"3172021005","JAKARTA UTARA",50952,"KEBON BAWANG",9830,76309,2021-11-30
"3173051001","JAKARTA BARAT",53887,"KEBON JERUK",10491,79865,2021-11-30
"3171071006","JAKARTA PUSAT",21531,"KEBON KACANG",4951,30174,2021-11-30
"3171011005","JAKARTA PUSAT",10163,"KEBON KELAPA",1968,15311,2021-11-30
"3171031002","JAKARTA PUSAT",30019,"KEBON KOSONG",5757,44879,2021-11-30
"3175011005","JAKARTA TIMUR",16490,"KEBON MANGGIS",3064,24817,2021-11-30
"3171071005","JAKARTA PUSAT",32206,"KEBON MELATI",8298,42339,2021-11-30
"3175081003","JAKARTA TIMUR",46614,"KEBON PALA",8823,70140,2021-11-30
"3171061005","JAKARTA PUSAT",12299,"KEBON SIRIH",2521,17922,2021-11-30
"3173011004","JAKARTA BARAT",32612,"KEDAUNG KALI ANGKE",6013,49533,2021-11-30
"3173051007","JAKARTA BARAT",32165,"KEDOYA SELATAN",5664,48984,2021-11-30
"3173051006","JAKARTA BARAT",45740,"KEDOYA UTARA",8423,69494,2021-11-30
"3173051004","JAKARTA BARAT",23565,"KELAPA DUA",4438,35531,2021-11-30
"3175091003","JAKARTA TIMUR",46875,"KELAPA DUA WETAN",7687,73277,2021-11-30
"3172061003","JAKARTA UTARA",35717,"KELAPA GADING BARAT",6028,56911,2021-11-30
"3172061001","JAKARTA UTARA",33592,"KELAPA GADING TIMUR",4988,55522,2021-11-30
"3173071005","JAKARTA BARAT",32139,"KEMANGGISAN",5827,49261,2021-11-30
"3171031001","JAKARTA PUSAT",20708,"KEMAYORAN",3944,30942,2021-11-30
"3173081006","JAKARTA BARAT",27130,"KEMBANGAN SELATAN",5444,40740,2021-11-30
"3173081001","JAKARTA BARAT",54451,"KEMBANGAN UTARA",11286,79945,2021-11-30
"3171041002","JAKARTA PUSAT",9579,"KENARI",1808,14539,2021-11-30
"3173041005","JAKARTA BARAT",19973,"KERENDANG",3887,29580,2021-11-30
"3175071003","JAKARTA TIMUR",69978,"KLENDER",15731,98953,2021-11-30
"3172031001","JAKARTA UTARA",28175,"KOJA",6146,40351,2021-11-30
"3173071006","JAKARTA BARAT",21158,"KOTA BAMBU SELATAN",3991,31135,2021-11-30
"3173071003","JAKARTA BARAT",24995,"KOTA BAMBU UTARA",4893,36327,2021-11-30
"3171041004","JAKARTA PUSAT",28835,"KRAMAT",6451,39883,2021-11-30
"3175041001","JAKARTA TIMUR",34144,"KRAMAT JATI",6960,49879,2021-11-30
"3174071003","JAKARTA SELATAN",14413,"KRAMAT PELA",2699,22055,2021-11-30
"3173031002","JAKARTA BARAT",19244,"KRUKUT",3485,28941,2021-11-30
"3174031005","JAKARTA SELATAN",12785,"KUNINGAN BARAT",2240,19636,2021-11-30
"3174021008","JAKARTA SELATAN",6008,"KUNINGAN TIMUR",1151,9148,2021-11-30
"3171041005","JAKARTA PUSAT",15486,"KWITANG",3298,22252,2021-11-30
"3172031003","JAKARTA UTARA",59065,"LAGOA",13297,83181,2021-11-30
"3174061002","JAKARTA SELATAN",37626,"LEBAK BULUS",6811,58569,2021-11-30
"3174091004","JAKARTA SELATAN",53946,"LENTENG AGUNG",9227,82528,2021-11-30
"3175101007","JAKARTA TIMUR",63547,"LUBANG BUAYA",11502,96567,2021-11-30
"3175081001","JAKARTA TIMUR",34390,"MAKASAR",5892,53376,2021-11-30
"3175071006","JAKARTA TIMUR",30927,"MALAKA JAYA",5025,48867,2021-11-30
"3175071005","JAKARTA TIMUR",27530,"MALAKA SARI",4359,43830,2021-11-30
"3174031001","JAKARTA SELATAN",18159,"MAMPANG PRAPATAN",3559,27031,2021-11-30
"3173031005","JAKARTA BARAT",7707,"MANGGA BESAR",1261,12240,2021-11-30
"3171021005","JAKARTA PUSAT",27442,"MANGGA DUA SELATAN",5391,41139,2021-11-30
"3174011007","JAKARTA SELATAN",28373,"MANGGARAI",4756,43511,2021-11-30
"3174011006","JAKARTA SELATAN",23075,"MANGGARAI SELATAN",3612,36257,2021-11-30
"3173031003","JAKARTA BARAT",16461,"MAPHAR",2961,25087,2021-11-30
"3172041003","JAKARTA UTARA",28943,"MARUNDA",6269,40266,2021-11-30
"3174071001","JAKARTA SELATAN",2627,"MELAWAI",495,4125,2021-11-30
"3171061001","JAKARTA PUSAT",25624,"MENTENG",5364,36898,2021-11-30
"3174021005","JAKARTA SELATAN",27816,"MENTENG ATAS",4770,42930,2021-11-30
"3174011003","JAKARTA SELATAN",36028,"MENTENG DALAM",6704,54834,2021-11-30
"3173081003","JAKARTA BARAT",32130,"MERUYA SELATAN",6312,48243,2021-11-30
"3173081002","JAKARTA BARAT",43752,"MERUYA UTARA",8649,66373,2021-11-30
"3175101004","JAKARTA TIMUR",23871,"MUNJUL",4206,36740,2021-11-30
"3172051002","JAKARTA UTARA",74240,"PADEMANGAN BARAT",16710,105260,2021-11-30
"3172051001","JAKARTA UTARA",37736,"PADEMANGAN TIMUR",6394,59612,2021-11-30
"3175011004","JAKARTA TIMUR",19769,"PAL MERIAM",3845,29148,2021-11-30
"3173071001","JAKARTA BARAT",63011,"PALMERAH",12602,92817,2021-11-30
"3174081001","JAKARTA SELATAN",19421,"PANCORAN",3706,29181,2021-11-30
"3172021003","JAKARTA UTARA",39097,"PAPANGGO",7355,58565,2021-11-30
"3171021001","JAKARTA PUSAT",12035,"PASAR BARU",2211,18787,2021-11-30
"3174021006","JAKARTA SELATAN",26752,"PASAR MANGGIS",4909,40528,2021-11-30
"3174041001","JAKARTA SELATAN",24821,"PASAR MINGGU",4477,38256,2021-11-30
"3171041003","JAKARTA PUSAT",23533,"PASEBAN",4689,34707,2021-11-30
"3173061005","JAKARTA BARAT",75587,"PEGADUNGAN",14087,115281,2021-11-30
"3171061002","JAKARTA PUSAT",23455,"PEGANGSAAN",4819,33581,2021-11-30
"3172061002","JAKARTA UTARA",49976,"PEGANGSAAN DUA",8002,80603,2021-11-30
"3172011004","JAKARTA UTARA",74578,"PEJAGALAN",14834,112638,2021-11-30
"3174041006","JAKARTA SELATAN",37346,"PEJATEN BARAT",6927,56772,2021-11-30
"3174041005","JAKARTA SELATAN",57656,"PEJATEN TIMUR",11885,84100,2021-11-30
"3175051005","JAKARTA TIMUR",43250,"PEKAYON",7509,66424,2021-11-30
"3173041009","JAKARTA BARAT",23587,"PEKOJAN",4302,35957,2021-11-30
"3174031003","JAKARTA SELATAN",43522,"PELA MAMPANG",8183,65956,2021-11-30
"3174081005","JAKARTA SELATAN",21478,"PENGADEGAN",3782,33223,2021-11-30
"3175061003","JAKARTA TIMUR",99255,"PENGGILINGAN",21676,141587,2021-11-30
"3172011001","JAKARTA UTARA",88308,"PENJARINGAN",21832,119606,2021-11-30
"3174101001","JAKARTA SELATAN",27545,"PESANGGRAHAN",4549,43269,2021-11-30
"3171071004","JAKARTA PUSAT",33271,"PETAMBURAN",8430,44421,2021-11-30
"3174071008","JAKARTA SELATAN",11499,"PETOGOGAN",2129,17587,2021-11-30
"3171011004","JAKARTA PUSAT",14692,"PETOJO SELATAN",3190,21478,2021-11-30
"3171011003","JAKARTA PUSAT",17458,"PETOJO UTARA",3648,25475,2021-11-30
"3174101004","JAKARTA SELATAN",37187,"PETUKANGAN SELATAN",7349,55778,2021-11-30
"3174101003","JAKARTA SELATAN",53716,"PETUKANGAN UTARA",11018,79281,2021-11-30
"3175081002","JAKARTA TIMUR",27198,"PINANG RANTI",5671,39805,2021-11-30
"3173031008","JAKARTA BARAT",10729,"PINANGSIA",1808,16515,2021-11-30
"3175011001","JAKARTA TIMUR",31776,"PISANGAN BARU",6232,46649,2021-11-30
"3175021002","JAKARTA TIMUR",41011,"PISANGAN TIMUR",7256,63061,2021-11-30
"3172011005","JAKARTA UTARA",47783,"PLUIT",8982,73499,2021-11-30
