"","Sub_District","date","vaccintion_rate"
"506","JELAMBAR",2022-04-30,85.0525341967885
"507","JELAMBAR",2022-06-30,85.1979118482786
"508","JELAMBAR",2021-11-30,82.4985131831098
"509","JELAMBAR",2021-09-30,77.0336351020947
"510","JELAMBAR",2021-08-31,64.1974492830239
"511","JELAMBAR",2021-12-31,83.4467719553294
"512","JELAMBAR",2022-01-31,84.2100046256525
"513","JELAMBAR",2021-07-31,53.9285006277671
"514","JELAMBAR",2022-03-31,84.768386968876
"515","JELAMBAR",2022-05-31,85.1020947597965
"516","JELAMBAR",2021-10-31,81.0976012687504
"517","KRENDANG",NA,NA
"518","SUKABUMI UTARA",2022-02-27,81.5408722904153
"519","SUKABUMI UTARA",2022-04-30,82.3896578741186
"520","SUKABUMI UTARA",2022-06-30,82.5489683990598
"521","SUKABUMI UTARA",2021-11-30,77.8062157221207
"522","SUKABUMI UTARA",2021-09-30,71.2196395925829
"523","SUKABUMI UTARA",2021-08-31,58.7333507443197
"524","SUKABUMI UTARA",2021-12-31,80.0287281274484
"525","SUKABUMI UTARA",2022-01-31,81.2849307913293
"526","SUKABUMI UTARA",2021-07-31,41.0838338991904
"527","SUKABUMI UTARA",2022-03-31,82.0240271611387
"528","SUKABUMI UTARA",2022-05-31,82.4601723687647
"529","SUKABUMI UTARA",2021-10-31,75.7534604335336
"530","SUKABUMI SELATAN",2022-02-27,82.4723894904545
"531","SUKABUMI SELATAN",2022-04-30,83.3607863257095
"532","SUKABUMI SELATAN",2022-06-30,83.6308157589177
"533","SUKABUMI SELATAN",2021-11-30,79.9395134069614
"534","SUKABUMI SELATAN",2021-09-30,72.0519536629493
"535","SUKABUMI SELATAN",2021-08-31,60.7026165852078
"536","SUKABUMI SELATAN",2021-12-31,81.0385332001188
"537","SUKABUMI SELATAN",2022-01-31,82.1996597629142
"538","SUKABUMI SELATAN",2021-07-31,43.7474684740637
"539","SUKABUMI SELATAN",2022-03-31,82.950341587233
"540","SUKABUMI SELATAN",2022-05-31,83.476898981989
"541","SUKABUMI SELATAN",2021-10-31,76.6208516728323
"542","KELAPA DUA",2022-02-27,83.1784426055591
"543","KELAPA DUA",2022-04-30,83.7555697008275
"544","KELAPA DUA",2022-06-30,83.9932102694674
"545","KELAPA DUA",2021-11-30,81.1669849352854
"546","KELAPA DUA",2021-09-30,73.4988330150647
"547","KELAPA DUA",2021-08-31,62.2193931678336
"548","KELAPA DUA",2021-12-31,82.1430086993422
"549","KELAPA DUA",2022-01-31,82.9535327816677
"550","KELAPA DUA",2021-07-31,49.8748143433058
"551","KELAPA DUA",2022-03-31,83.4839804795247
"552","KELAPA DUA",2022-05-31,83.8446849140675
"553","KELAPA DUA",2021-10-31,78.9348610227032
"554","DURI KEPA",2022-02-27,82.841132062922
"555","DURI KEPA",2022-04-30,83.4879776514018
"556","DURI KEPA",2022-06-30,83.6974957597526
"557","DURI KEPA",2021-11-30,81.0169942465662
"558","DURI KEPA",2021-09-30,76.4508297582228
"559","DURI KEPA",2021-08-31,65.3546842262796
"560","DURI KEPA",2021-12-31,81.8683694170075
"561","DURI KEPA",2022-01-31,82.6449166916093
"562","DURI KEPA",2021-07-31,55.6852572416775
"563","DURI KEPA",2022-03-31,83.185340383784
"564","DURI KEPA",2022-05-31,83.5711197578902
"565","DURI KEPA",2021-10-31,79.8230735973927
"566","KEDOYA UTARA",2022-02-27,83.1613467424574
"567","KEDOYA UTARA",2022-04-30,83.9090511587232
"568","KEDOYA UTARA",2022-06-30,84.0489724529952
"569","KEDOYA UTARA",2021-11-30,81.5850459116747
"570","KEDOYA UTARA",2021-09-30,77.0900743331876
"571","KEDOYA UTARA",2021-08-31,66.9545255793616
"572","KEDOYA UTARA",2021-12-31,82.3327503279405
"573","KEDOYA UTARA",2022-01-31,82.9580236117184
"574","KEDOYA UTARA",2021-07-31,56.0472234368168
"575","KEDOYA UTARA",2022-03-31,83.5024048972453
"576","KEDOYA UTARA",2022-05-31,83.9571491036292
"577","KEDOYA UTARA",2021-10-31,80.5094009619589
"578","KEDOYA SELATAN",2022-02-27,83.9950256489974
"579","KEDOYA SELATAN",2022-04-30,84.6883258199907
"580","KEDOYA SELATAN",2022-06-30,84.9121716151096
"581","KEDOYA SELATAN",2021-11-30,82.3907974506451
"582","KEDOYA SELATAN",2021-09-30,76.54593502254
"583","KEDOYA SELATAN",2021-08-31,64.7256334525105
"584","KEDOYA SELATAN",2021-12-31,83.1120783460283
"585","KEDOYA SELATAN",2022-01-31,83.8240323332815
"586","KEDOYA SELATAN",2021-07-31,54.0214518886989
"587","KEDOYA SELATAN",2022-03-31,84.4054096067154
"588","KEDOYA SELATAN",2022-05-31,84.7940307787968
"589","KEDOYA SELATAN",2021-10-31,81.1938442406342
"590","PEGADUNGAN",2022-02-27,83.0341196237448
"591","PEGADUNGAN",2022-04-30,83.558019236112
"592","PEGADUNGAN",2022-06-30,83.7220686096816
"593","PEGADUNGAN",2021-11-30,81.36319737521
"594","PEGADUNGAN",2021-09-30,75.9323693227671
"595","PEGADUNGAN",2021-08-31,65.6567928347467
"596","PEGADUNGAN",2021-12-31,82.0921587045391
"597","PEGADUNGAN",2022-01-31,82.8753621654517
"598","PEGADUNGAN",2021-07-31,51.7390556577189
"599","PEGADUNGAN",2022-03-31,83.3264979427679
"600","PEGADUNGAN",2022-05-31,83.6082924312382
"601","PEGADUNGAN",2021-10-31,78.792649529681
"602","PALMERAH",2022-02-27,82.4395740426275
"603","PALMERAH",2022-04-30,83.1505610131564
"604","PALMERAH",2022-06-30,83.4885972290552
"605","PALMERAH",2021-11-30,80.0003174048976
"606","PALMERAH",2021-09-30,73.5871514497469
"607","PALMERAH",2021-08-31,62.5478091126946
"608","PALMERAH",2021-12-31,81.1080604973735
"609","PALMERAH",2022-01-31,82.1570836838012
"610","PALMERAH",2021-07-31,49.1533224357652
"611","PALMERAH",2022-03-31,82.869657678818
"612","PALMERAH",2022-05-31,83.2616527273016
"613","PALMERAH",2021-10-31,78.0387551379918
"614","KOTA BAMBU SELATAN",2022-02-27,83.5286889119955
"615","KOTA BAMBU SELATAN",2022-04-30,84.2943567444938
"616","KOTA BAMBU SELATAN",2022-06-30,84.5495793553266
"617","KOTA BAMBU SELATAN",2021-11-30,81.1371585215994
"618","KOTA BAMBU SELATAN",2021-09-30,74.3690329898856
"619","KOTA BAMBU SELATAN",2021-08-31,62.9549106720862
"620","KOTA BAMBU SELATAN",2021-12-31,82.1296908970602
"621","KOTA BAMBU SELATAN",2022-01-31,83.2592872672275
"622","KOTA BAMBU SELATAN",2021-07-31,49.7825881463276
"623","KOTA BAMBU SELATAN",2022-03-31,83.9351545514699
"624","KOTA BAMBU SELATAN",2022-05-31,84.3699782588146
"625","KOTA BAMBU SELATAN",2021-10-31,78.8874184705549
"626","RAWA BUNGA",2022-02-27,81.4593636278809
"627","RAWA BUNGA",2022-04-30,82.0752076140711
"628","RAWA BUNGA",2022-06-30,82.3598021834469
"629","RAWA BUNGA",2021-11-30,76.8918540636372
"630","RAWA BUNGA",2021-09-30,71.3072688252309
"631","RAWA BUNGA",2021-08-31,59.9001586264813
"632","RAWA BUNGA",2021-12-31,80.1530278995988
"633","RAWA BUNGA",2022-01-31,81.2820752076141
"634","RAWA BUNGA",2021-07-31,44.9472800223943
"635","RAWA BUNGA",2022-03-31,81.767285620976
"636","RAWA BUNGA",2022-05-31,82.1871792479239
"637","RAWA BUNGA",2021-10-31,75.0116637118597
"638","KEMBANGAN UTARA",2022-02-27,81.5650768580926
"639","KEMBANGAN UTARA",2022-04-30,82.2684615525886
"640","KEMBANGAN UTARA",2022-06-30,82.4741510716057
"641","KEMBANGAN UTARA",2021-11-30,79.2731079319021
"642","KEMBANGAN UTARA",2021-09-30,73.9931314392757
"643","KEMBANGAN UTARA",2021-08-31,63.3982846963325
"644","KEMBANGAN UTARA",2021-12-31,80.5623404528842
"645","KEMBANGAN UTARA",2022-01-31,81.341022203449
"646","KEMBANGAN UTARA",2021-07-31,51.6023580834144
"647","KEMBANGAN UTARA",2022-03-31,81.9323795706231
"648","KEMBANGAN UTARA",2022-05-31,82.3474316357826
"649","KEMBANGAN UTARA",2021-10-31,77.2860002571119
"650","MERUYA UTARA",2022-02-27,82.4053757542512
"651","MERUYA UTARA",2022-04-30,83.0727738160541
"652","MERUYA UTARA",2022-06-30,83.2853355275187
"653","MERUYA UTARA",2021-11-30,80.2317608337905
"654","MERUYA UTARA",2021-09-30,74.483452185043
"655","MERUYA UTARA",2021-08-31,62.7125617114646
"656","MERUYA UTARA",2021-12-31,81.2054306088865
"657","MERUYA UTARA",2022-01-31,82.1539586761748
"658","MERUYA UTARA",2021-07-31,50.3656975681112
"659","MERUYA UTARA",2022-03-31,82.8076430791735
"660","MERUYA UTARA",2022-05-31,83.1527701590784
"661","MERUYA UTARA",2021-10-31,78.7689705613458
"662","SRENGSENG",2022-02-27,81.4006106803154
"663","SRENGSENG",2022-04-30,82.1848296465523
"664","SRENGSENG",2022-06-30,82.5363003317005
"665","SRENGSENG",2021-11-30,78.613008808734
"666","SRENGSENG",2021-09-30,73.0949190519078
"667","SRENGSENG",2021-08-31,61.6809085517211
"668","SRENGSENG",2021-12-31,80.1155459877425
"669","SRENGSENG",2022-01-31,81.1150407486326
"670","SRENGSENG",2021-07-31,47.3123476045076
"671","SRENGSENG",2022-03-31,81.8223755024932
"672","SRENGSENG",2022-05-31,82.281484084968
"673","SRENGSENG",2021-10-31,76.7699844034884
"674","KEBON BARU",2022-02-27,84.4902602019053
"675","KEBON BARU",2022-04-30,85.0590075359022
"676","KEBON BARU",2022-06-30,85.3007251528508
"677","KEBON BARU",2021-11-30,82.1185838191384
"678","KEBON BARU",2021-09-30,75.7400824683634
"679","KEBON BARU",2021-08-31,62.9546424001137
"680","KEBON BARU",2021-12-31,83.2617659604721
"681","KEBON BARU",2022-01-31,84.2257926915968
"682","KEBON BARU",2021-07-31,51.3408218398976
"683","KEBON BARU",2022-03-31,84.8343523389734
"684","KEBON BARU",2022-05-31,85.1699132660316
"685","KEBON BARU",2021-10-31,80.3952793971278
"686","MANGGARAI SELATAN",2022-02-27,86.795232936078
"687","MANGGARAI SELATAN",2022-04-30,87.4192849404117
"688","MANGGARAI SELATAN",2022-06-30,87.6273022751896
"689","MANGGARAI SELATAN",2021-11-30,84.3466955579632
"690","MANGGARAI SELATAN",2021-09-30,77.646803900325
"691","MANGGARAI SELATAN",2021-08-31,64.931744312026
"692","MANGGARAI SELATAN",2021-12-31,85.6511375947996
"693","MANGGARAI SELATAN",2022-01-31,86.522210184182
"694","MANGGARAI SELATAN",2021-07-31,52.7107258938245
"695","MANGGARAI SELATAN",2022-03-31,87.0812567713976
"696","MANGGARAI SELATAN",2022-05-31,87.4972914409534
"697","MANGGARAI SELATAN",2021-10-31,81.5817984832069
"698","SETIA BUDI",2022-02-27,82.6000661594443
"699","SETIA BUDI",2022-04-30,83.1293417135296
"700","SETIA BUDI",2022-06-30,83.460138934833
"701","SETIA BUDI",2021-11-30,80.7145219980152
"702","SETIA BUDI",2021-09-30,75.3225272907708
"703","SETIA BUDI",2021-08-31,62.8514720476348
"704","SETIA BUDI",2021-12-31,81.1776381078399
"705","SETIA BUDI",2022-01-31,82.3685081045319
"706","SETIA BUDI",2021-07-31,51.9351637446245
"707","SETIA BUDI",2022-03-31,82.7985444922263
"708","SETIA BUDI",2022-05-31,83.2285808799206
"709","SETIA BUDI",2021-10-31,79.0936156136288
"710","KARET SEMANGGI",2022-02-27,81.913357400722
"711","KARET SEMANGGI",2022-04-30,82.3104693140794
"712","KARET SEMANGGI",2022-06-30,82.4548736462094
"713","KARET SEMANGGI",2021-11-30,80.5054151624549
"714","KARET SEMANGGI",2021-09-30,77.2924187725632
"715","KARET SEMANGGI",2021-08-31,65.4151624548736
"716","KARET SEMANGGI",2021-12-31,81.1913357400722
"717","KARET SEMANGGI",2022-01-31,81.7689530685921
"718","KARET SEMANGGI",2021-07-31,58.4115523465704
"719","KARET SEMANGGI",2022-03-31,82.1660649819495
"720","KARET SEMANGGI",2022-05-31,82.4187725631769
"721","KARET SEMANGGI",2021-10-31,79.5306859205776
"722","KARET KUNINGAN",2022-02-27,83.6624104640299
"723","KARET KUNINGAN",2022-04-30,84.3101837433821
"724","KARET KUNINGAN",2022-06-30,84.515727187792
"725","KARET KUNINGAN",2021-11-30,81.2581750233572
"726","KARET KUNINGAN",2021-09-30,76.6116474618499
"727","KARET KUNINGAN",2021-08-31,66.4216754905014
"728","KARET KUNINGAN",2021-12-31,82.4229212083463
"729","KARET KUNINGAN",2022-01-31,83.4880099657428
"730","KARET KUNINGAN",2021-07-31,55.6150731859234
"731","KARET KUNINGAN",2022-03-31,83.9987542821551
"732","KARET KUNINGAN",2022-05-31,84.4222983494239
"733","KARET KUNINGAN",2021-10-31,79.850513858611
"734","MENTENG ATAS",2022-02-27,84.9151567443198
"735","MENTENG ATAS",2022-04-30,85.4508196721311
"736","MENTENG ATAS",2022-06-30,85.6197871728502
"737","MENTENG ATAS",2021-11-30,82.8515962036238
"738","MENTENG ATAS",2021-09-30,77.1965775093471
"739","MENTENG ATAS",2021-08-31,65.5018694276675
"740","MENTENG ATAS",2021-12-31,83.7719298245614
"741","MENTENG ATAS",2022-01-31,84.6994535519126
"742","MENTENG ATAS",2021-07-31,53.5447224618924
"743","MENTENG ATAS",2022-03-31,85.2459016393443
"744","MENTENG ATAS",2022-05-31,85.5263157894737
"745","MENTENG ATAS",2021-10-31,81.0864250790912
"746","PASAR MANGGIS",2022-02-27,84.1170753588517
"747","PASAR MANGGIS",2022-04-30,84.8609449760766
"748","PASAR MANGGIS",2022-06-30,85.0515849282297
"749","PASAR MANGGIS",2021-11-30,81.6499700956938
"750","PASAR MANGGIS",2021-09-30,75.0971889952153
"751","PASAR MANGGIS",2021-08-31,63.1803229665072
"752","PASAR MANGGIS",2021-12-31,82.9283791866029
"753","PASAR MANGGIS",2022-01-31,83.8890550239234
"754","PASAR MANGGIS",2021-07-31,50.4635167464115
"755","PASAR MANGGIS",2022-03-31,84.5245215311005
"756","PASAR MANGGIS",2022-05-31,84.9618720095694
"757","PASAR MANGGIS",2021-10-31,79.388456937799
"758","GUNTUR",2022-02-27,83.2120451693852
"759","GUNTUR",2022-04-30,83.6135508155583
"760","GUNTUR",2022-06-30,83.7641154328733
"761","GUNTUR",2021-11-30,81.9322459222083
"762","GUNTUR",2021-09-30,76.8130489335006
"763","GUNTUR",2021-08-31,64.9435382685069
"764","GUNTUR",2021-12-31,82.5595984943538
"765","GUNTUR",2022-01-31,83.0865746549561
"766","GUNTUR",2021-07-31,56.9134253450439
"767","GUNTUR",2022-03-31,83.3626097867001
"768","GUNTUR",2022-05-31,83.6888331242158
"769","GUNTUR",2021-10-31,80.6273525721456
"770","KUNINGAN TIMUR",2022-02-27,82.5233022636485
"771","KUNINGAN TIMUR",2022-04-30,83.1391478029294
"772","KUNINGAN TIMUR",2022-06-30,83.2223701731025
"773","KUNINGAN TIMUR",2021-11-30,80.8422103861518
"774","KUNINGAN TIMUR",2021-09-30,75.4161118508655
"775","KUNINGAN TIMUR",2021-08-31,64.0146471371505
"776","KUNINGAN TIMUR",2021-12-31,81.6411451398136
"777","KUNINGAN TIMUR",2022-01-31,82.4067909454061
"778","KUNINGAN TIMUR",2021-07-31,50.6324900133156
"779","KUNINGAN TIMUR",2022-03-31,82.8728362183755
"780","KUNINGAN TIMUR",2022-05-31,83.1890812250333
"781","KUNINGAN TIMUR",2021-10-31,79.3941411451398
"782","MAMPANG PRAPATAN",2022-02-27,82.3503496888595
"783","MAMPANG PRAPATAN",2022-04-30,83.0882757861116
"784","MAMPANG PRAPATAN",2022-06-30,83.2589900324908
"785","MAMPANG PRAPATAN",2021-11-30,80.4009031334325
"786","MAMPANG PRAPATAN",2021-09-30,73.7375406134699
"787","MAMPANG PRAPATAN",2021-08-31,63.0816674927033
"788","MAMPANG PRAPATAN",2021-12-31,81.2104190759403
"789","MAMPANG PRAPATAN",2022-01-31,82.1465939754392
"790","MAMPANG PRAPATAN",2021-07-31,51.1151495126384
"791","MAMPANG PRAPATAN",2022-03-31,82.7909025827413
"792","MAMPANG PRAPATAN",2022-05-31,83.1323310754997
"793","MAMPANG PRAPATAN",2021-10-31,78.836940360152
"794","BANGKA",2022-02-27,81.6841324306779
"795","BANGKA",2022-04-30,82.2962069924882
"796","BANGKA",2022-06-30,82.4816841324307
"797","BANGKA",2021-11-30,79.8479087452472
"798","BANGKA",2021-09-30,73.1753686358156
"799","BANGKA",2021-08-31,61.3048316794955
"800","BANGKA",2021-12-31,80.6686450894927
"801","BANGKA",2022-01-31,81.4847445052397
"802","BANGKA",2021-07-31,51.5765556895113
"803","BANGKA",2022-03-31,81.9669850690902
"804","BANGKA",2022-05-31,82.361123991468
"805","BANGKA",2021-10-31,78.0116850598164
"806","RAGUNAN",2022-02-27,85.2711025848142
"807","RAGUNAN",2022-04-30,85.9602180936995
"808","RAGUNAN",2022-06-30,86.1773021001615
"809","RAGUNAN",2021-11-30,82.9639539579968
"810","RAGUNAN",2021-09-30,76.5498788368336
"811","RAGUNAN",2021-08-31,64.6582189014539
"812","RAGUNAN",2021-12-31,84.2361672051696
"813","RAGUNAN",2022-01-31,85.0590670436187
"814","RAGUNAN",2021-07-31,54.6319668820679
"815","RAGUNAN",2022-03-31,85.6068255250404
"816","RAGUNAN",2022-05-31,85.9955573505654
"817","RAGUNAN",2021-10-31,80.6744749596123
"818","PEJATEN TIMUR",2022-02-27,82.2360205355904
"819","PEJATEN TIMUR",2022-04-30,83.0564034966005
"820","PEJATEN TIMUR",2022-06-30,83.3356458998196
"821","PEJATEN TIMUR",2021-11-30,79.3863604828639
"822","PEJATEN TIMUR",2021-09-30,72.1850284445678
"823","PEJATEN TIMUR",2021-08-31,60.6337588455668
"824","PEJATEN TIMUR",2021-12-31,80.7808380740946
"825","PEJATEN TIMUR",2022-01-31,81.9255584848064
"826","PEJATEN TIMUR",2021-07-31,44.5417649507423
"827","PEJATEN TIMUR",2022-03-31,82.6817677258221
"828","PEJATEN TIMUR",2022-05-31,83.1916886360483
"829","PEJATEN TIMUR",2021-10-31,76.4204939642015
"830","PEJATEN BARAT",2022-02-27,83.618058158839
"831","PEJATEN BARAT",2022-04-30,84.1723343865474
"832","PEJATEN BARAT",2022-06-30,84.4079687248969
"833","PEJATEN BARAT",2021-11-30,81.4518288437852
"834","PEJATEN BARAT",2021-09-30,74.3720880415573
"835","PEJATEN BARAT",2021-08-31,62.2395972794945
"836","PEJATEN BARAT",2021-12-31,82.6621324907621
"837","PEJATEN BARAT",2022-01-31,83.4332994162695
"838","PEJATEN BARAT",2021-07-31,51.1567503882611
"839","PEJATEN BARAT",2022-03-31,83.8644031489316
"840","PEJATEN BARAT",2022-05-31,84.2981845445295
"841","PEJATEN BARAT",2021-10-31,79.2989878434103
"842","KEBAGUSAN",2022-02-27,83.5966959956904
"843","KEBAGUSAN",2022-04-30,84.2565990303466
"844","KEBAGUSAN",2022-06-30,84.5573711617885
"845","KEBAGUSAN",2021-11-30,81.161339558269
"846","KEBAGUSAN",2021-09-30,74.898994433471
"847","KEBAGUSAN",2021-08-31,61.5011671754354
"848","KEBAGUSAN",2021-12-31,82.1938409050099
"849","KEBAGUSAN",2022-01-31,83.383462021907
"850","KEBAGUSAN",2021-07-31,48.1684323936075
"851","KEBAGUSAN",2022-03-31,83.9221583767283
"852","KEBAGUSAN",2022-05-31,84.3778057101814
"853","KEBAGUSAN",2021-10-31,79.4532231998564
"854","KEBAYORAN LAMA UTARA",2022-02-27,82.3204940832587
"855","KEBAYORAN LAMA UTARA",2022-04-30,82.9569562962614
"856","KEBAYORAN LAMA UTARA",2022-06-30,83.230399321107
"857","KEBAYORAN LAMA UTARA",2021-11-30,80.2013106407053
"858","KEBAYORAN LAMA UTARA",2021-09-30,74.0417707793126
"859","KEBAYORAN LAMA UTARA",2021-08-31,60.7750695393899
"860","KEBAYORAN LAMA UTARA",2021-12-31,81.2031493093206
"861","KEBAYORAN LAMA UTARA",2022-01-31,82.09655367498
"862","KEBAYORAN LAMA UTARA",2021-07-31,46.9308377728537
"863","KEBAYORAN LAMA UTARA",2022-03-31,82.6858705388713
"864","KEBAYORAN LAMA UTARA",2022-05-31,83.0323888548395
"865","KEBAYORAN LAMA UTARA",2021-10-31,78.3343548158974
"866","CIPULIR",2022-02-27,82.0692590830558
"867","CIPULIR",2022-04-30,82.80291459048
"868","CIPULIR",2022-06-30,83.085860229862
"869","CIPULIR",2021-11-30,79.8031900242883
"870","CIPULIR",2021-09-30,74.2093797731427
"871","CIPULIR",2021-08-31,59.7466008964118
"872","CIPULIR",2021-12-31,80.8047675088264
"873","CIPULIR",2022-01-31,81.8714475298595
"874","CIPULIR",2021-07-31,46.4907228885495
"875","CIPULIR",2022-03-31,82.4899216265618
"876","CIPULIR",2022-05-31,82.9130881137792
"877","CIPULIR",2021-10-31,78.2532488669655
"878","GROGOL SELATAN",2022-02-27,82.7642313168064
"879","GROGOL SELATAN",2022-04-30,83.3246706289123
"880","GROGOL SELATAN",2022-06-30,83.6500870036835
"881","GROGOL SELATAN",2021-11-30,80.9292445368466
"882","GROGOL SELATAN",2021-09-30,74.4638539242051
"883","GROGOL SELATAN",2021-08-31,61.4743169645884
"884","GROGOL SELATAN",2021-12-31,81.7360059659669
"885","GROGOL SELATAN",2022-01-31,82.5631059185103
"886","GROGOL SELATAN",2021-07-31,47.5424284196967
"887","GROGOL SELATAN",2022-03-31,83.0105534338207
"888","GROGOL SELATAN",2022-05-31,83.512237011593
"889","GROGOL SELATAN",2021-10-31,79.1643126709001
"890","SENAYAN",2022-02-27,78.563695416817
"891","SENAYAN",2022-04-30,79.2132804041862
"892","SENAYAN",2022-06-30,79.501984843017
"893","SENAYAN",2021-11-30,77.0840851678095
"894","SENAYAN",2021-09-30,72.7174305304944
"895","SENAYAN",2021-08-31,59.3287621797185
"896","SENAYAN",2021-12-31,77.5532298809094
"897","SENAYAN",2022-01-31,78.347167087694
"898","SENAYAN",2021-07-31,46.6257668711656
"899","SENAYAN",2022-03-31,79.032840129917
"900","SENAYAN",2022-05-31,79.3215445687478
"901","SENAYAN",2021-10-31,75.7849151930711
"902","PONDOK LABU",2022-02-27,85.9418044077135
"903","PONDOK LABU",2022-04-30,86.4368112947658
"904","PONDOK LABU",2022-06-30,86.5917699724518
"905","PONDOK LABU",2021-11-30,84.1576274104683
"906","PONDOK LABU",2021-09-30,78.2950241046832
"907","PONDOK LABU",2021-08-31,65.1665805785124
"908","PONDOK LABU",2021-12-31,84.9647038567493
"909","PONDOK LABU",2022-01-31,85.7115185950413
"910","PONDOK LABU",2021-07-31,54.9177858126722
"911","PONDOK LABU",2022-03-31,86.2301997245179
"912","PONDOK LABU",2022-05-31,86.4970730027548
"913","PONDOK LABU",2021-10-31,82.1689910468319
"914","GANDARIA SELATAN",2022-02-27,84.0092228400922
"915","GANDARIA SELATAN",2022-04-30,84.6150368461504
"916","GANDARIA SELATAN",2022-06-30,84.7913558479136
"917","GANDARIA SELATAN",2021-11-30,81.6628238166282
"918","GANDARIA SELATAN",2021-09-30,75.586599755866
"919","GANDARIA SELATAN",2021-08-31,62.6294136262941
"920","GANDARIA SELATAN",2021-12-31,82.648401826484
"921","GANDARIA SELATAN",2022-01-31,83.7424838374248
"922","GANDARIA SELATAN",2021-07-31,50.6849315068493
"923","GANDARIA SELATAN",2022-03-31,84.348297843483
"924","GANDARIA SELATAN",2022-05-31,84.6873728468737
"925","GANDARIA SELATAN",2021-10-31,80.0533478005335
"926","CIPETE SELATAN",2022-02-27,83.56051527861
"927","CIPETE SELATAN",2022-04-30,84.1334631515878
"928","CIPETE SELATAN",2022-06-30,84.3019772318754
"929","CIPETE SELATAN",2021-11-30,81.684391851408
"930","CIPETE SELATAN",2021-09-30,76.3069203115638
"931","CIPETE SELATAN",2021-08-31,62.2266327142001
"932","CIPETE SELATAN",2021-12-31,82.5981126423008
"933","CIPETE SELATAN",2022-01-31,83.3245955662073
"934","CIPETE SELATAN",2021-07-31,52.8160575194727
"935","CIPETE SELATAN",2022-03-31,83.9012881965249
"936","CIPETE SELATAN",2022-05-31,84.170910724985
"937","CIPETE SELATAN",2021-10-31,80.0329538645896
"938","PULO",2022-02-27,84.7814910025707
"939","PULO",2022-04-30,85.3641816623822
"940","PULO",2022-06-30,85.4327335047129
"941","PULO",2021-11-30,83.1533847472151
"942","PULO",2021-09-30,79.2287917737789
"943","PULO",2021-08-31,66.1868037703513
"944","PULO",2021-12-31,83.8046272493573
"945","PULO",2022-01-31,84.5929734361611
"946","PULO",2021-07-31,58.8003427592117
"947","PULO",2022-03-31,85.1756640959726
"948","PULO",2022-05-31,85.4155955441303
"949","PULO",2021-10-31,82.159383033419
"950","GANDARIA UTARA",2022-02-27,83.2798957968038
"951","GANDARIA UTARA",2022-04-30,83.9361755423075
"952","GANDARIA UTARA",2022-06-30,84.1816542257402
"953","GANDARIA UTARA",2021-11-30,81.0405290316116
"954","GANDARIA UTARA",2021-09-30,74.8885326386454
"955","GANDARIA UTARA",2021-08-31,62.3190220930815
"956","GANDARIA UTARA",2021-12-31,82.1000951856119
"957","GANDARIA UTARA",2022-01-31,83.0544561895697
"958","GANDARIA UTARA",2021-07-31,50.9393316968088
"959","GANDARIA UTARA",2022-03-31,83.6556284755273
"960","GANDARIA UTARA",2022-05-31,84.0363709233004
"961","GANDARIA UTARA",2021-10-31,79.3096538249587
"962","PETUKANGAN SELATAN",2022-02-27,82.5637991771318
"963","PETUKANGAN SELATAN",2022-04-30,83.3382633716084
"964","PETUKANGAN SELATAN",2022-06-30,83.5157447495092
"965","PETUKANGAN SELATAN",2021-11-30,80.2377174819157
"966","PETUKANGAN SELATAN",2021-09-30,74.6551214133972
"967","PETUKANGAN SELATAN",2021-08-31,62.9413504719391
"968","PETUKANGAN SELATAN",2021-12-31,81.2246215075161
"969","PETUKANGAN SELATAN",2022-01-31,82.2706859924167
"970","PETUKANGAN SELATAN",2021-07-31,54.0861053593998
"971","PETUKANGAN SELATAN",2022-03-31,82.985989727593
"972","PETUKANGAN SELATAN",2022-05-31,83.4216258369861
"973","PETUKANGAN SELATAN",2021-10-31,78.6834108693898
"974","KALIBATA",2022-02-27,80.8186883840549
"975","KALIBATA",2022-04-30,81.4830690098586
"976","KALIBATA",2022-06-30,81.7473924846407
"977","KALIBATA",2021-11-30,78.2778492165548
"978","KALIBATA",2021-09-30,71.5459351335905
"979","KALIBATA",2021-08-31,58.4250130971091
"980","KALIBATA",2021-12-31,79.7209125113111
"981","KALIBATA",2022-01-31,80.5972281754536
"982","KALIBATA",2021-07-31,45.7160546744773
"983","KALIBATA",2022-03-31,81.1544506358051
"984","KALIBATA",2022-05-31,81.60689622327
"985","KALIBATA",2021-10-31,76.3751964566367
"986","RAWAJATI",NA,NA
"987","LENTENG AGUNG",2022-02-27,84.944203462722
"988","LENTENG AGUNG",2022-04-30,85.4929003077151
"989","LENTENG AGUNG",2022-06-30,85.6745634523412
"990","LENTENG AGUNG",2021-11-30,82.8958588217848
"991","LENTENG AGUNG",2021-09-30,75.505134764394
"992","LENTENG AGUNG",2021-08-31,61.7802988173359
"993","LENTENG AGUNG",2021-12-31,83.9357876394913
"994","LENTENG AGUNG",2022-01-31,84.7143439736032
"995","LENTENG AGUNG",2021-07-31,47.6958439921403
"996","LENTENG AGUNG",2022-03-31,85.270455640826
"997","LENTENG AGUNG",2022-05-31,85.5651948244541
"998","LENTENG AGUNG",2021-10-31,81.2516219923627
"999","JAGAKARSA",2022-02-27,86.2700155476126
"1000","JAGAKARSA",2022-04-30,86.7348410777541
"1001","JAGAKARSA",2022-06-30,86.9095513632211
"1002","JAGAKARSA",2021-11-30,84.3353796342304
